Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,66.86000061035156,67.19000244140625,66.36000061035156,66.4000015258789,48.59251403808594,5348800
2012-01-04,66.41000366210938,66.83999633789062,66.12000274658203,66.73999786376953,48.8413200378418,6042400
2012-01-05,66.58000183105469,66.66999816894531,66.12000274658203,66.22000122070312,48.460784912109375,4909100
2012-01-06,66.2699966430664,66.2699966430664,65.29000091552734,65.38999938964844,47.853370666503906,6533000
2012-01-09,65.26000213623047,65.83000183105469,65.01000213623047,65.7300033569336,48.102195739746094,5859600
2012-01-10,65.9800033569336,66.05000305175781,65.47000122070312,65.66000366210938,48.05097579956055,4996000
2012-01-11,65.0,65.16999816894531,64.12999725341797,65.01000213623047,47.57529067993164,10470200
2012-01-12,65.0999984741211,65.18000030517578,64.47000122070312,64.62000274658203,47.28988265991211,5745700
2012-01-13,64.44000244140625,64.72000122070312,64.30000305175781,64.4000015258789,47.12887191772461,6677900
2012-01-17,64.76000213623047,65.08999633789062,64.5999984741211,64.6500015258789,47.311824798583984,7457600
2012-01-18,64.66999816894531,65.08000183105469,64.51000213623047,64.8499984741211,47.45820236206055,5373300
2012-01-19,65.13999938964844,66.05000305175781,64.94999694824219,65.91000366210938,48.233917236328125,8195800
2012-01-20,66.05999755859375,66.41000366210938,65.56999969482422,66.27999877929688,48.50468444824219,5538800
2012-01-23,65.91999816894531,66.1500015258789,65.38999938964844,66.0999984741211,48.37295913696289,5551000
2012-01-24,65.95999908447266,66.31999969482422,65.94000244140625,66.19999694824219,48.44614028930664,4148700
2012-01-25,65.87999725341797,66.80000305175781,65.66999816894531,66.69999694824219,48.81203842163086,5131300
2012-01-26,66.62000274658203,66.95999908447266,66.3499984741211,66.5199966430664,48.68031692504883,5345900
2012-01-27,66.25,66.41999816894531,65.66999816894531,65.80999755859375,48.16073989868164,5832500
2012-01-30,65.5999984741211,65.5999984741211,65.16000366210938,65.41000366210938,47.868011474609375,5712300
2012-01-31,65.5,65.69000244140625,65.27999877929688,65.66999816894531,48.05828857421875,5834300
2012-02-01,65.98999786376953,66.5,65.86000061035156,66.37999725341797,48.5778694152832,6351200
